,Compound
121615,Co1Hg1Re2
121616,Co1Hg1Re2
121617,Co1Hg2Re1
121618,Co1Hg2Re1
121619,Co24Hg4Re4
121620,Co2Hg1Re1
121621,Co2Hg1Re1
121622,Co1Hg1Rh1
121623,Co1Hg1Rh1
121624,Co1Hg1Rh1
121625,Co1Hg1Rh2
121626,Co1Hg1Rh2
121627,Co1Hg2Rh1
121628,Co1Hg2Rh1
121629,Co24Hg4Rh4
121630,Co2Hg1Rh1
121631,Co2Hg1Rh1
121632,Co1Hg1Ru1
121633,Co1Hg1Ru1
121634,Co1Hg1Ru1
121635,Co1Hg1Ru2
121636,Co1Hg1Ru2
121637,Co1Hg2Ru1
121638,Co1Hg2Ru1
121639,Co24Hg4Ru4
121640,Co2Hg1Ru1
121641,Co2Hg1Ru1
121642,Co1Hg1Sb1
121643,Co1Hg1Sb1
121644,Co1Hg1Sb1
121645,Co1Hg1Sb2
121646,Co1Hg1Sb2
121647,Co1Hg2Sb1
121648,Co1Hg2Sb1
121649,Co24Hg4Sb4
121650,Co2Hg1Sb1
121651,Co2Hg1Sb1
121652,Co1Hg1Sc1
121653,Co1Hg1Sc1
121654,Co1Hg1Sc1
121655,Co1Hg1Sc2
121656,Co1Hg1Sc2
121657,Co1Hg2Sc1
121658,Co1Hg2Sc1
121659,Co24Hg4Sc4
121660,Co2Hg1Sc1
121661,Co2Hg1Sc1
121662,Co1Hg1Se1
121663,Co1Hg1Se1
121664,Co1Hg1Se1
121665,Co1Hg1Se2
121666,Co1Hg1Se2
121667,Co1Hg2Se1
121668,Co1Hg2Se1
121669,Co2Hg1Se1
121670,Co2Hg1Se1
121671,Co1Hg1Si1
121672,Co1Hg1Si1
121673,Co1Hg1Si1
121674,Co1Hg1Si2
121675,Co1Hg1Si2
121676,Co1Hg2Si1
121677,Co1Hg2Si1
121678,Co24Hg4Si4
121679,Co2Hg1Si1
121680,Co2Hg1Si1
121681,Co1Hg1Sn1
121682,Co1Hg1Sn1
121683,Co1Hg1Sn1
121684,Co1Hg1Sn2
121685,Co1Hg1Sn2
121686,Co1Hg2Sn1
121687,Co1Hg2Sn1
121688,Co24Hg4Sn4
121689,Co2Hg1Sn1
121690,Co2Hg1Sn1
121691,Co1Hg1Sr1
121692,Co1Hg1Sr1
121693,Co1Hg1Sr1
121694,Co1Hg1Sr2
121695,Co1Hg1Sr2
121696,Co1Hg2Sr1
121697,Co1Hg2Sr1
121698,Co24Hg4Sr4
121699,Co2Hg1Sr1
121700,Co2Hg1Sr1
121701,Co1Hg1Ta1
121702,Co1Hg1Ta1
121703,Co1Hg1Ta1
121704,Co1Hg1Ta2
121705,Co1Hg1Ta2
121706,Co1Hg2Ta1
121707,Co1Hg2Ta1
121708,Co24Hg4Ta4
121709,Co2Hg1Ta1
121710,Co2Hg1Ta1
121711,Co1Hg1Tc1
121712,Co1Hg1Tc1
121713,Co1Hg1Tc1
121714,Co1Hg1Tc2
121715,Co1Hg1Tc2
121716,Co1Hg2Tc1
121717,Co1Hg2Tc1
121718,Co24Hg4Tc4
121719,Co2Hg1Tc1
121720,Co2Hg1Tc1
121721,Co1Hg1Te1
121722,Co1Hg1Te1
121723,Co1Hg1Te1
121724,Co1Hg1Te2
121725,Co1Hg1Te2
121726,Co1Hg2Te1
121727,Co1Hg2Te1
121728,Co2Hg1Te1
121729,Co2Hg1Te1
121730,Co1Hg1Ti1
121731,Co1Hg1Ti1
121732,Co1Hg1Ti1
121733,Co1Hg1Ti2
121734,Co1Hg1Ti2
121735,Co1Hg2Ti1
121736,Co1Hg2Ti1
121737,Co24Hg4Ti4
121738,Co2Hg1Ti1
121739,Co2Hg1Ti1
121740,Co1Hg1Tl1
121741,Co1Hg1Tl1
121742,Co1Hg1Tl1
121743,Co1Hg1Tl2
121744,Co1Hg1Tl2
121745,Co1Hg2Tl1
121746,Co1Hg2Tl1
121747,Co24Hg4Tl4
121748,Co2Hg1Tl1
121749,Co2Hg1Tl1
121750,Co1Hg1V1
121751,Co1Hg1V1
121752,Co1Hg1V1
121753,Co1Hg1V2
121754,Co1Hg1V2
121755,Co1Hg2V1
121756,Co1Hg2V1
121757,Co24Hg4V4
121758,Co2Hg1V1
121759,Co2Hg1V1
121760,Co1Hg1W1
121761,Co1Hg1W1
121762,Co1Hg1W1
121763,Co1Hg1W2
121764,Co1Hg1W2
121765,Co1Hg2W1
121766,Co1Hg2W1
121767,Co24Hg4W4
121768,Co2Hg1W1
121769,Co2Hg1W1
121770,Co1Hg1Y1
121771,Co1Hg1Y1
121772,Co1Hg1Y1
121773,Co1Hg1Y2
121774,Co1Hg1Y2
121775,Co1Hg2Y1
121776,Co1Hg2Y1
121777,Co24Hg4Y4
121778,Co2Hg1Y1
121779,Co2Hg1Y1
121780,Co1Hg1Zn1
121781,Co1Hg1Zn1
121782,Co1Hg1Zn1
121783,Co1Hg1Zn2
121784,Co1Hg1Zn2
121785,Co1Hg2Zn1
121786,Co1Hg2Zn1
121787,Co24Hg4Zn4
121788,Co2Hg1Zn1
121789,Co2Hg1Zn1
121790,Co1Hg1Zr1
121791,Co1Hg1Zr1
121792,Co1Hg1Zr1
121793,Co1Hg1Zr2
121794,Co1Hg1Zr2
121795,Co1Hg2Zr1
121796,Co1Hg2Zr1
121797,Co24Hg4Zr4
121798,Co2Hg1Zr1
121799,Co2Hg1Zr1
121800,Co2H16I4O20
121801,Co4H24K4N24O32
121802,Co1H6K2O8P2
121803,Co1H8K2O16P4
121804,Co1H4K2O10Se2
121805,Co5H4La1
121806,Co2H4Mo2O14Se2
121807,Co2H4Mo2O14Se2
121808,Co4H16N32
121809,Co4H8Na8O24P8
121810,Co6H4Na2O24P6
121811,Co2H48Ni2O40S4
121812,Co2H8N4O16
121813,Co4H36N24O24
121814,Co2H12N2O10P2
121815,Co4H24N4O20P4
121816,Co4H16N8O16S4
121817,Co1Ho1In5
121818,Co1Ho2In8
121819,Co2Ho16In6
121820,Co4Ho2In2
121821,Co28Ho4Mn6
121822,Co24Ho4Ni10
121823,Co1H10O16P4
121824,Co7H4O24P6
121825,Co8H4O20P4
121826,Co4H8O20P4Pb2
121827,Co4H8O20P4Pb2
121828,Co1H8O16P4Rb2
121829,Co1H8O16P4Tl2
121830,Co1H8O14P2V2
121831,Co2H24O22P4Zn2
121832,Co2H2O10P2Zn2
121833,Co1H8O12Re2
121834,Co2H4O10S2
121835,Co4Ho20Sb8
121836,Co2H12O16Se4
121837,Co2H20O18Se2
121838,Co2H4O10Se2
121839,Co2Ho1Si2
121840,Co2Ho1Si2
121841,Co2Ho1Si2
121842,Co2Ho1Si2
121843,Co2Ho2Si4
121844,Co2Ho2Si4
121845,Co4Ho4Si4
121846,Co6Ho4Si10
121847,Co2Ho2Sn4
121848,Co4Ho4Sn4
121849,Co4Ho4Sn4
121850,Co6Ho7Sn23
121851,Co1Ho6Te2
121852,Co2H8Th2
121853,Co27H18Y9
121854,Co1In1Ir1
121855,Co1In1Ir1
121856,Co1In1Ir1
121857,Co1In1Ir2
121858,Co1In1Ir2
121859,Co1In2Ir1
121860,Co1In2Ir1
121861,Co24In4Ir4
121862,Co2In1Ir1
121863,Co2In1Ir1
121864,Co1In1Mo1
121865,Co1In1Mo1
121866,Co1In1Mo1
121867,Co1In1Mo1
121868,Co1In1Mo1
121869,Co1In1Mo1
121870,Co1In1Mo2
121871,Co1In1Mo2
121872,Co1In2Mo1
121873,Co1In2Mo1
121874,Co24In4Mo4
121875,Co2In1Mo1
121876,Co2In1Mo1
121877,Co3In1N1
121878,Co1In1Ni1
121879,Co1In1Ni1
121880,Co1In1Ni1
121881,Co1In1Ni2
121882,Co1In1Ni2
121883,Co1In2Ni1
121884,Co1In2Ni1
121885,Co24In4Ni4
121886,Co2In1Ni1
121887,Co2In1Ni1
121888,Co1In1O3
121889,Co1In1O3
121890,Co1In1P1
121891,Co1In1P1
121892,Co1In1P1
121893,Co1In1P2
121894,Co1In1P2
121895,Co1In1P5
121896,Co1In1P5
121897,Co1In2P1
121898,Co1In2P1
121899,Co1In5P1
121900,Co1In5P1
121901,Co1In5P1
121902,Co1In5P1
121903,Co1In5P1
121904,Co2In1P1
121905,Co2In1P1
121906,Co2In1P8
121907,Co3In1P1
121908,Co4In2P2
121909,Co4In2P4
121910,Co4In2P4
121911,Co4In2P4
121912,Co4In2P4
121913,Co4In6P30
121914,Co1In1Pb1
121915,Co1In1Pb1
121916,Co1In1Pb1
121917,Co1In1Pb2
121918,Co1In1Pb2
121919,Co1In2Pb1
121920,Co1In2Pb1
121921,Co2In1Pb1
121922,Co2In1Pb1
121923,Co1In1Pd1
121924,Co1In1Pd1
121925,Co1In1Pd1
121926,Co1In1Pd2
121927,Co1In1Pd2
121928,Co1In2Pd1
121929,Co1In2Pd1
121930,Co24In4Pd4
121931,Co2In1Pd1
121932,Co2In1Pd1
121933,Co1In1Pt1
121934,Co1In1Pt1
121935,Co1In1Pt1
121936,Co1In1Pt2
121937,Co1In1Pt2
121938,Co1In2Pt1
121939,Co1In2Pt1
121940,Co24In4Pt4
121941,Co2In1Pt1
121942,Co2In1Pt1
121943,Co1In1Re1
121944,Co1In1Re1
121945,Co1In1Re1
121946,Co1In1Re2
121947,Co1In1Re2
121948,Co1In2Re1
121949,Co1In2Re1
121950,Co24In4Re4
121951,Co2In1Re1
121952,Co2In1Re1
121953,Co1In1Rh1
121954,Co1In1Rh1
121955,Co1In1Rh1
121956,Co1In1Rh2
121957,Co1In1Rh2
121958,Co1In2Rh1
121959,Co1In2Rh1
121960,Co24In4Rh4
121961,Co2In1Rh1
121962,Co2In1Rh1
121963,Co1In1Ru1
121964,Co1In1Ru1
121965,Co1In1Ru1
121966,Co1In1Ru2
121967,Co1In1Ru2
121968,Co1In2Ru1
121969,Co1In2Ru1
121970,Co24In4Ru4
121971,Co2In1Ru1
121972,Co2In1Ru1
121973,Co2In4S8
121974,Co2In4S8
121975,Co3In2S2
121976,Co1In1Sb1
121977,Co1In1Sb1
121978,Co1In1Sb1
121979,Co1In1Sb2
121980,Co1In1Sb2
121981,Co1In2Sb1
121982,Co1In2Sb1
121983,Co24In4Sb4
121984,Co2In1Sb1
121985,Co2In1Sb1
121986,Co1In1Se1
121987,Co1In1Se1
121988,Co1In1Se1
121989,Co1In1Se2
121990,Co1In1Se2
121991,Co1In2Se1
121992,Co1In2Se1
121993,Co2In1Se1
121994,Co2In1Se1
121995,Co2In4Se8
121996,Co1In1Si1
121997,Co1In1Si1
121998,Co1In1Si1
121999,Co1In1Si2
122000,Co1In1Si2
122001,Co1In2Si1
122002,Co1In2Si1
122003,Co24In4Si4
122004,Co2In1Si1
122005,Co2In1Si1
122006,Co1In1Sn1
122007,Co1In1Sn1
122008,Co1In1Sn1
122009,Co1In1Sn2
122010,Co1In1Sn2
122011,Co1In2Sn1
122012,Co1In2Sn1
122013,Co24In4Sn4
122014,Co2In1Sn1
122015,Co2In1Sn1
122016,Co3In1S2Sn1
122017,Co3In1S2Sn1
122018,Co1In1Tc1
122019,Co1In1Tc1
122020,Co1In1Tc1
122021,Co1In1Tc2
122022,Co1In1Tc2
122023,Co1In2Tc1
122024,Co1In2Tc1
122025,Co24In4Tc4
122026,Co2In1Tc1
122027,Co2In1Tc1
122028,Co1In1Te1
122029,Co1In1Te1
122030,Co1In1Te1
122031,Co1In1Te2
122032,Co1In1Te2
122033,Co1In2Te1
122034,Co1In2Te1
122035,Co2In1Te1
122036,Co2In1Te1
122037,Co1In1W1
122038,Co1In1W1
122039,Co1In1W1
122040,Co1In1W1
122041,Co1In1W1
122042,Co1In1W1
122043,Co1In1W2
122044,Co1In1W2
122045,Co1In2W1
122046,Co1In2W1
122047,Co24In4W4
122048,Co2In1W1
122049,Co2In1W1
122050,Co1In5Yb1
122051,Co1In5Yb1
122052,Co1I1O3
122053,Co1I1O3
122054,Co1Ir1Mo1
122055,Co1Ir1Mo1
122056,Co1Ir1Mo1
122057,Co1Ir1Mo2
122058,Co1Ir1Mo2
122059,Co1Ir2Mo1
122060,Co1Ir2Mo1
122061,Co24Ir4Mo4
122062,Co2Ir1Mo1
122063,Co2Ir1Mo1
122064,Co1Ir1Ni1
122065,Co1Ir1Ni1
122066,Co1Ir1Ni1
122067,Co1Ir1Ni2
122068,Co1Ir1Ni2
122069,Co1Ir2Ni1
122070,Co1Ir2Ni1
122071,Co24Ir4Ni4
122072,Co2Ir1Ni1
122073,Co2Ir1Ni1
122074,Co1Ir1O3
122075,Co1Ir1O3
122076,Co1Ir1P1
122077,Co1Ir1P1
122078,Co1Ir1P1
122079,Co1Ir1P2
122080,Co1Ir1P2
122081,Co1Ir2P1
122082,Co1Ir2P1
122083,Co2Ir1P1
122084,Co2Ir1P1
122085,Co1Ir1Pb1
122086,Co1Ir1Pb1
122087,Co1Ir1Pb1
122088,Co1Ir1Pb2
122089,Co1Ir1Pb2
122090,Co1Ir2Pb1
122091,Co1Ir2Pb1
122092,Co2Ir1Pb1
122093,Co2Ir1Pb1
122094,Co1Ir1Pt1
122095,Co1Ir1Pt1
122096,Co1Ir1Pt1
122097,Co1Ir1Pt2
122098,Co1Ir1Pt2
122099,Co1Ir2Pt1
122100,Co1Ir2Pt1
122101,Co24Ir4Pt4
122102,Co2Ir1Pt1
122103,Co2Ir1Pt1
122104,Co1Ir1Re1
122105,Co1Ir1Re1
122106,Co1Ir1Re1
122107,Co1Ir1Re2
122108,Co1Ir1Re2
122109,Co1Ir2Re1
122110,Co1Ir2Re1
122111,Co24Ir4Re4
122112,Co2Ir1Re1
122113,Co2Ir1Re1
122114,Co1Ir1Rh1
122115,Co1Ir1Rh1
122116,Co1Ir1Rh1
122117,Co1Ir1Rh2
122118,Co1Ir1Rh2
122119,Co1Ir2Rh1
122120,Co1Ir2Rh1
122121,Co24Ir4Rh4
122122,Co2Ir1Rh1
122123,Co2Ir1Rh1
122124,Co1Ir1Sb1
122125,Co1Ir1Sb1
122126,Co1Ir1Sb1
122127,Co1Ir1Sb2
122128,Co1Ir1Sb2
122129,Co1Ir2Sb1
122130,Co1Ir2Sb1
122131,Co24Ir4Sb4
122132,Co2Ir1Sb1
122133,Co2Ir1Sb1
122134,Co1Ir1Se1
122135,Co1Ir1Se1
122136,Co1Ir1Se1
122137,Co1Ir1Se2
122138,Co1Ir1Se2
122139,Co1Ir2Se1
122140,Co1Ir2Se1
122141,Co2Ir1Se1
122142,Co2Ir1Se1
122143,Co1Ir1Si1
122144,Co1Ir1Si1
122145,Co1Ir1Si1
122146,Co1Ir1Si2
122147,Co1Ir1Si2
122148,Co1Ir2Si1
122149,Co1Ir2Si1
122150,Co24Ir4Si4
122151,Co2Ir1Si1
122152,Co2Ir1Si1
122153,Co1Ir1Sn1
122154,Co1Ir1Sn1
122155,Co1Ir1Sn1
122156,Co1Ir1Sn2
122157,Co1Ir1Sn2
122158,Co1Ir2Sn1
122159,Co1Ir2Sn1
122160,Co24Ir4Sn4
122161,Co2Ir1Sn1
122162,Co2Ir1Sn1
122163,Co1Ir1Te1
122164,Co1Ir1Te1
122165,Co1Ir1Te1
122166,Co1Ir1Te2
122167,Co1Ir1Te2
122168,Co1Ir2Te1
122169,Co1Ir2Te1
122170,Co2Ir1Te1
122171,Co2Ir1Te1
122172,Co1Ir1W1
122173,Co1Ir1W1
122174,Co1Ir1W1
122175,Co1Ir1W2
122176,Co1Ir1W2
122177,Co1Ir2W1
122178,Co1Ir2W1
122179,Co24Ir4W4
122180,Co2Ir1W1
122181,Co2Ir1W1
122182,Co1K1La1
122183,Co1K1La1
122184,Co1K1La2
122185,Co1K1La2
122186,Co1K2La1
122187,Co1K2La1
122188,Co2K1La1
122189,Co2K1La1
122190,Co4K4La4
122191,Co1K1Mg1
122192,Co1K1Mg1
122193,Co1K1Mg1
122194,Co1K1Mg2
122195,Co1K1Mg2
122196,Co1K2Mg1
122197,Co1K2Mg1
122198,Co2K1Mg1
122199,Co2K1Mg1
122200,Co1K1Mn1
122201,Co1K1Mn1
122202,Co1K1Mn1
122203,Co1K1Mn2
122204,Co1K1Mn2
122205,Co1K2Mn1
122206,Co1K2Mn1
122207,Co2K1Mn1
122208,Co2K1Mn1
122209,Co1K1Mo1
122210,Co1K1Mo1
122211,Co1K1Mo1
122212,Co1K1Mo2
122213,Co1K1Mo2
122214,Co1K2Mo1
122215,Co1K2Mo1
122216,Co2K1Mo1
122217,Co2K1Mo1
122218,Co1K1Na1
122219,Co1K1Na1
122220,Co1K1Na1
122221,Co1K1Na2
122222,Co1K1Na2
122223,Co1K2Na1
122224,Co1K2Na1
122225,Co2K1Na1
122226,Co2K1Na1
122227,Co4K4Na8O10
122228,Co1K1Nb1
122229,Co1K1Nb1
122230,Co1K1Nb1
122231,Co1K1Nb2
122232,Co1K1Nb2
122233,Co1K2Nb1
122234,Co1K2Nb1
122235,Co2K1Nb1
122236,Co2K1Nb1
122237,Co1K1Ni1
122238,Co1K1Ni1
122239,Co1K1Ni1
122240,Co1K1Ni2
122241,Co1K1Ni2
122242,Co1K2Ni1
122243,Co1K2Ni1
122244,Co2K1Ni1
122245,Co2K1Ni1
122246,Co1K3N6O12
122247,Co1K2N6O12Pb1
122248,Co4K10N24O48Y2
122249,Co14K8O28
122250,Co1K1O3
122251,Co1K1O3
122252,Co2K2O4
122253,Co2K2O4
122254,Co4K12O14
122255,Co4K12O14
122256,Co4K12O8
122257,Co4K8O8
122258,Co2K4O24P8
122259,Co4K8O10Rb4
122260,Co8K8O48S12
122261,Co8K8O48S12
122262,Co8K8O48S12
122263,Co1K2O6Se2
122264,Co1K1P1
122265,Co1K1P1
122266,Co1K1P1
122267,Co1K1P2
122268,Co1K1P2
122269,Co1K2P1
122270,Co1K2P1
122271,Co2K1P1
122272,Co2K1P1
122273,Co1K1Pb1
122274,Co1K1Pb1
122275,Co1K1Pb1
122276,Co1K1Pb2
122277,Co1K1Pb2
122278,Co1K2Pb1
122279,Co1K2Pb1
122280,Co2K1Pb1
122281,Co2K1Pb1
122282,Co1K1Pt1
122283,Co1K1Pt1
122284,Co1K1Pt1
122285,Co1K1Pt2
122286,Co1K1Pt2
122287,Co1K2Pt1
122288,Co1K2Pt1
122289,Co2K1Pt1
122290,Co2K1Pt1
122291,Co1K1Re1
122292,Co1K1Re1
122293,Co1K1Re1
122294,Co1K1Re2
122295,Co1K1Re2
122296,Co1K2Re1
122297,Co1K2Re1
122298,Co2K1Re1
122299,Co2K1Re1
122300,Co1K1Rh1
122301,Co1K1Rh1
122302,Co1K1Rh1
122303,Co1K1Rh2
122304,Co1K1Rh2
122305,Co1K2Rh1
122306,Co1K2Rh1
122307,Co2K1Rh1
122308,Co2K1Rh1
122309,Co2K12S8
122310,Co2K1S2
122311,Co2K4S4
122312,Co2K4S4
122313,Co2K4S4
122314,Co8K36S28
122315,Co1K1Sb1
122316,Co1K1Sb1
122317,Co1K1Sb1
122318,Co1K1Sb2
122319,Co1K1Sb2
122320,Co1K2Sb1
122321,Co1K2Sb1
122322,Co2K1Sb1
122323,Co2K1Sb1
122324,Co1K1Sc1
122325,Co1K1Sc1
122326,Co1K1Sc1
122327,Co1K1Sc2
122328,Co1K1Sc2
122329,Co1K2Sc1
122330,Co1K2Sc1
122331,Co2K1Sc1
122332,Co2K1Sc1
122333,Co1K1Se1
122334,Co1K1Se1
122335,Co1K1Se1
122336,Co1K1Se2
122337,Co1K1Se2
122338,Co1K2Se1
122339,Co1K2Se1
122340,Co2K12Se8
122341,Co2K12Se8
122342,Co2K1Se1
122343,Co2K1Se1
122344,Co2K1Se2
122345,Co2K1Se2
122346,Co2K1Se2
122347,Co2K1Se2
122348,Co2K1Se2
122349,Co2K4Se4
122350,Co2K4Se4
122351,Co1K1Si1
122352,Co1K1Si1
122353,Co1K1Si1
122354,Co1K1Si2
122355,Co1K1Si2
122356,Co1K2Si1
122357,Co1K2Si1
122358,Co2K1Si1
122359,Co2K1Si1
122360,Co1K1Sn1
122361,Co1K1Sn1
122362,Co1K1Sn1
122363,Co1K1Sn2
122364,Co1K1Sn2
122365,Co1K2Sn1
122366,Co1K2Sn1
122367,Co2K1Sn1
122368,Co2K1Sn1
122369,Co1K1Sr1
122370,Co1K1Sr1
122371,Co1K1Sr1
122372,Co1K1Sr2
122373,Co1K1Sr2
122374,Co1K2Sr1
122375,Co1K2Sr1
122376,Co2K1Sr1
122377,Co2K1Sr1
122378,Co1K1Tc1
122379,Co1K1Tc1
122380,Co1K1Tc1
122381,Co1K1Tc2
122382,Co1K1Tc2
122383,Co1K2Tc1
122384,Co1K2Tc1
122385,Co2K1Tc1
122386,Co2K1Tc1
122387,Co1K1Te1
122388,Co1K1Te1
122389,Co1K1Te1
122390,Co1K1Te2
122391,Co1K1Te2
122392,Co1K2Te1
122393,Co1K2Te1
122394,Co2K1Te1
122395,Co2K1Te1
122396,Co1K1Tl1
122397,Co1K1Tl1
122398,Co1K1Tl1
122399,Co1K1Tl2
122400,Co1K1Tl2
122401,Co1K2Tl1
122402,Co1K2Tl1
122403,Co2K1Tl1
122404,Co2K1Tl1
122405,Co1K1V1
122406,Co1K1V1
122407,Co1K1V1
122408,Co1K1V2
122409,Co1K1V2
122410,Co1K2V1
122411,Co1K2V1
122412,Co2K1V1
122413,Co2K1V1
122414,Co1K1W1
122415,Co1K1W1
122416,Co1K1W1
122417,Co1K1W2
122418,Co1K1W2
122419,Co1K2W1
122420,Co1K2W1
122421,Co2K1W1
122422,Co2K1W1
122423,Co1K1Y1
122424,Co1K1Y1
122425,Co1K1Y1
122426,Co1K1Y2
122427,Co1K1Y2
122428,Co1K2Y1
122429,Co1K2Y1
122430,Co2K1Y1
122431,Co2K1Y1
122432,Co1K1Zn1
122433,Co1K1Zn1
122434,Co1K1Zn1
122435,Co1K1Zn2
122436,Co1K1Zn2
122437,Co1K2Zn1
122438,Co1K2Zn1
122439,Co2K1Zn1
122440,Co2K1Zn1
122441,Co1K1Zr1
122442,Co1K1Zr1
122443,Co1K1Zr1
122444,Co1K1Zr2
122445,Co1K1Zr2
122446,Co1K2Zr1
122447,Co1K2Zr1
122448,Co2K1Zr1
122449,Co2K1Zr1
122450,Co1La1Li1
122451,Co1La1Li1
122452,Co1La1Li1
122453,Co1La1Li2
122454,Co1La1Li2
122455,Co1La2Li1
122456,Co1La2Li1
122457,Co2La1Li1
122458,Co2La1Li1
122459,Co1La1Mg1
122460,Co1La1Mg1
122461,Co1La1Mg1
122462,Co1La1Mg2
122463,Co1La1Mg2
122464,Co1La2Mg1
122465,Co1La2Mg1
122466,Co2La1Mg1
122467,Co2La1Mg1
122468,Co4La16Mg4
122469,Co1La1Mn1
122470,Co1La1Mn1
122471,Co1La1Mn1
122472,Co1La1Mn2
122473,Co1La1Mn2
122474,Co1La2Mn1
122475,Co1La2Mn1
122476,Co2La1Mn1
122477,Co2La1Mn1
122478,Co1La1Mo1
122479,Co1La1Mo1
122480,Co1La1Mo1
122481,Co1La1Mo2
122482,Co1La1Mo2
122483,Co1La2Mo1
122484,Co1La2Mo1
122485,Co2La1Mo1
122486,Co2La1Mo1
122487,Co1La1Na1
122488,Co1La1Na1
122489,Co1La1Na1
122490,Co1La1Na2
122491,Co1La1Na2
122492,Co1La2Na1
122493,Co1La2Na1
122494,Co2La1Na1
122495,Co2La1Na1
122496,Co1La1Ni1
122497,Co1La1Ni1
122498,Co1La1Ni1
122499,Co1La1Ni2
122500,Co1La1Ni2
122501,Co1La2Ni1
122502,Co1La2Ni1
122503,Co2La1Ni1
122504,Co2La1Ni1
122505,Co1La1O3
122506,Co1La1O3
122507,Co2La2O6
122508,Co2La2O6
122509,Co2La2O6
122510,Co2La2O6
122511,Co2La2O6
122512,Co2La2O6
122513,Co3La4O10
122514,Co6La6O16
122515,Co6La8O20
122516,Co8La8O20
122517,Co2La2O2P2
122518,Co2La2O2P2
122519,Co2La2O2P2
122520,Co1La1Os1
122521,Co1La1Os1
122522,Co1La1Os1
122523,Co1La1Os2
122524,Co1La1Os2
122525,Co1La2Os1
122526,Co1La2Os1
122527,Co2La1Os1
122528,Co2La1Os1
122529,Co2La2O3Se2
122530,Co2La2O3Se2
122531,Co2La2O3Se2
122532,Co2La2O3Se2
122533,Co2La6O12S6W2
122534,Co10La2P6
122535,Co10La2P6
122536,Co16La2P10
122537,Co16La2P10
122538,Co1La1P1
122539,Co1La1P1
122540,Co1La1P1
122541,Co1La1P2
122542,Co1La1P2
122543,Co1La1P3
122544,Co1La2P1
122545,Co1La2P1
122546,Co2La1P1
122547,Co2La1P1
122548,Co2La1P2
122549,Co2La1P2
122550,Co2La1P2
122551,Co2La1P2
122552,Co2La1P2
122553,Co2La2P2
122554,Co8La2P2
122555,Co8La8P20
122556,Co1La1Pb1
122557,Co1La1Pb1
122558,Co1La1Pb1
122559,Co1La1Pb2
122560,Co1La1Pb2
122561,Co1La2Pb1
122562,Co1La2Pb1
122563,Co2La1Pb1
122564,Co2La1Pb1
122565,Co1La1Pd1
122566,Co1La1Pd1
122567,Co1La1Pd1
122568,Co1La1Pd2
122569,Co1La1Pd2
122570,Co1La2Pd1
122571,Co1La2Pd1
122572,Co2La1Pd1
122573,Co2La1Pd1
122574,Co1La1Pt1
122575,Co1La1Pt1
122576,Co1La1Pt1
122577,Co1La1Pt2
122578,Co1La1Pt2
122579,Co1La2Pt1
122580,Co1La2Pt1
122581,Co2La1Pt1
122582,Co2La1Pt1
122583,Co1La1Re1
122584,Co1La1Re1
122585,Co1La1Re1
122586,Co1La1Re2
122587,Co1La1Re2
122588,Co1La2Re1
122589,Co1La2Re1
122590,Co2La1Re1
122591,Co2La1Re1
122592,Co1La1Rh1
122593,Co1La1Rh1
122594,Co1La1Rh1
122595,Co1La1Rh2
122596,Co1La1Rh2
122597,Co1La2Rh1
122598,Co1La2Rh1
122599,Co2La1Rh1
122600,Co2La1Rh1
122601,Co1La1Ru1
122602,Co1La1Ru1
122603,Co1La1Ru1
122604,Co1La1Ru2
122605,Co1La1Ru2
122606,Co1La2Ru1
122607,Co1La2Ru1
122608,Co2La1Ru1
122609,Co2La1Ru1
122610,Co2La8S14
122611,Co4La6S14
122612,Co1La1Sb1
122613,Co1La1Sb1
122614,Co1La1Sb1
122615,Co1La1Sb2
122616,Co1La1Sb2
122617,Co1La2Sb1
122618,Co1La2Sb1
122619,Co2La1Sb1
122620,Co2La1Sb1
122621,Co2La2Sb4
122622,Co2La2Sb4
122623,Co8La8Sb24
122624,Co1La1Se1
122625,Co1La1Se1
122626,Co1La1Se1
122627,Co1La1Se1
122628,Co1La1Se2
122629,Co1La1Se2
122630,Co1La2Se1
122631,Co1La2Se1
122632,Co2La1Se1
122633,Co2La1Se1
122634,Co18La2Si8
122635,Co18La2Si8
122636,Co1La1Si1
122637,Co1La1Si1
122638,Co1La1Si1
122639,Co1La1Si2
122640,Co1La1Si2
122641,Co1La1Si3
122642,Co1La2Si1
122643,Co1La2Si1
122644,Co2La1Si1
122645,Co2La1Si1
122646,Co2La1Si2
122647,Co2La1Si2
122648,Co2La1Si2
122649,Co2La2Si2
122650,Co2La2Si2
122651,Co2La2Si2
122652,Co1La1Sn1
122653,Co1La1Sn1
122654,Co1La1Sn1
122655,Co1La1Sn2
122656,Co1La1Sn2
122657,Co1La2Sn1
122658,Co1La2Sn1
122659,Co2La1Sn1
122660,Co2La1Sn1
122661,Co2La3Sn7
122662,Co2La3Sn7
122663,Co8La6Sn26
122664,Co8La6Sn26
122665,Co1La1Te1
122666,Co1La1Te1
122667,Co1La1Te1
122668,Co1La1Te2
122669,Co1La1Te2
122670,Co1La2Te1
122671,Co1La2Te1
122672,Co2La1Te1
122673,Co2La1Te1
122674,Co1La1Tl1
122675,Co1La1Tl1
122676,Co1La1Tl1
122677,Co1La1Tl2
122678,Co1La1Tl2
122679,Co1La2Tl1
122680,Co1La2Tl1
